,difference_in_rates,discharge_year,expected_rate_per_100_000_people,observed_rate_per_100_000_people,patient_zip_code,pdi_name,pdi_number,risk_adjusted_rate_per_100_000_people
1689,-207.32,2013,207.32,0.0,10960,Asthma,PDI_14,0.0
1701,65.91,2013,442.22,508.13,14204,Asthma,PDI_14,235.7
1710,-103.74,2013,103.74,0.0,12526,Asthma,PDI_14,0.0
1711,-103.87,2013,103.87,0.0,12064,Asthma,PDI_14,0.0
1713,-7.51,2013,96.72,89.21,10560,Asthma,PDI_14,189.19
1719,-80.95,2013,80.95,0.0,12979,Asthma,PDI_14,0.0
1720,-184.91,2013,282.19,97.28,10927,Asthma,PDI_14,70.71
1721,-496.23,2013,496.23,0.0,12207,Asthma,PDI_14,0.0
1730,-59.55,2013,59.55,0.0,12812,Asthma,PDI_14,0.0
1735,142.31,2013,79.3,221.61,11769,Asthma,PDI_14,573.23
1744,-139.79,2013,184.44,44.65,10011,Asthma,PDI_14,49.66
1748,-89.67,2013,89.67,0.0,12066,Asthma,PDI_14,0.0
1751,-85.52,2013,85.52,0.0,13348,Asthma,PDI_14,0.0
1752,-100.91,2013,100.91,0.0,14810,Asthma,PDI_14,0.0
1760,-23.09,2013,96.65,73.56,13066,Asthma,PDI_14,156.12
1761,-63.59,2013,127.04,63.45,14617,Asthma,PDI_14,102.46
1765,-101.79,2013,101.79,0.0,14516,Asthma,PDI_14,0.0
1767,-296.43,2013,349.23,52.8,13224,Asthma,PDI_14,31.01
1769,41.14,2013,252.85,293.99,11590,Asthma,PDI_14,238.51
1772,-98.65,2013,98.65,0.0,13617,Asthma,PDI_14,0.0
1782,-81.65,2013,81.65,0.0,14028,Asthma,PDI_14,0.0
1793,35.37,2013,76.61,111.98,14823,Asthma,PDI_14,299.84
1798,-2.19,2013,89.38,87.18,10594,Asthma,PDI_14,200.1
1804,-14.3,2013,486.38,472.08,11412,Asthma,PDI_14,199.09
1810,-123.7,2013,123.7,0.0,12758,Asthma,PDI_14,0.0
1811,-70.7,2013,70.7,0.0,14897,Asthma,PDI_14,0.0
1816,-78.96,2013,78.96,0.0,12454,Asthma,PDI_14,0.0
1818,-13.08,2013,107.88,94.79,12211,Asthma,PDI_14,180.24
1820,-63.09,2013,63.09,0.0,10577,Asthma,PDI_14,0.0
1821,-86.74,2013,86.74,0.0,13748,Asthma,PDI_14,0.0
1822,-71.92,2013,122.72,50.8,10021,Asthma,PDI_14,84.92
1823,35.29,2013,405.35,440.64,11575,Asthma,PDI_14,222.99
1829,-83.84,2013,83.84,0.0,12444,Asthma,PDI_14,0.0
1834,-67.71,2013,125.67,57.96,11214,Asthma,PDI_14,94.6
1841,-72.39,2013,72.39,0.0,10597,Asthma,PDI_14,0.0
1847,-139.13,2013,139.13,0.0,14546,Asthma,PDI_14,0.0
1851,-67.57,2013,67.57,0.0,13494,Asthma,PDI_14,0.0
1853,-109.73,2013,109.73,0.0,14034,Asthma,PDI_14,0.0
1864,-204.22,2013,368.56,164.34,14303,Asthma,PDI_14,91.46
1869,-91.07,2013,91.07,0.0,14859,Asthma,PDI_14,0.0
1878,-45.98,2013,109.15,63.17,11362,Asthma,PDI_14,118.72
1879,-109.41,2013,109.41,0.0,12410,Asthma,PDI_14,0.0
1884,-308.73,2013,414.66,105.93,14605,Asthma,PDI_14,52.4
1885,-107.92,2013,107.92,0.0,10962,Asthma,PDI_14,0.0
1886,-56.46,2013,56.46,0.0,14777,Asthma,PDI_14,0.0
1894,-66.23,2013,66.23,0.0,12115,Asthma,PDI_14,0.0
1897,-125.04,2013,215.46,90.42,13502,Asthma,PDI_14,86.08
1903,-74.9,2013,74.9,0.0,12165,Asthma,PDI_14,0.0
1908,-88.76,2013,88.76,0.0,14437,Asthma,PDI_14,0.0
1909,-76.67,2013,76.67,0.0,12960,Asthma,PDI_14,0.0
1912,-99.7,2013,131.49,31.79,12309,Asthma,PDI_14,49.59
1919,-6.25,2013,185.85,179.6,10591,Asthma,PDI_14,198.23
1925,90.36,2013,106.49,196.85,11977,Asthma,PDI_14,379.18
1936,-5.7,2013,64.04,58.34,14059,Asthma,PDI_14,186.89
1939,-85.3,2013,85.3,0.0,12418,Asthma,PDI_14,0.0
1944,-10.58,2013,104.7,94.12,14870,Asthma,PDI_14,184.39
1951,40.08,2013,315.71,355.79,11722,Asthma,PDI_14,231.17
1959,-17.42,2013,82.06,64.64,11721,Asthma,PDI_14,161.59
1961,-38.19,2013,93.9,55.71,11730,Asthma,PDI_14,121.7
1963,-77.61,2013,77.61,0.0,13354,Asthma,PDI_14,0.0
1968,-21.89,2013,131.4,109.51,11735,Asthma,PDI_14,170.96
1971,-82.01,2013,82.01,0.0,14767,Asthma,PDI_14,0.0
1990,357.8,2013,78.41,436.21,13308,Asthma,PDI_14,1141.16
1995,-73.21,2013,73.21,0.0,13304,Asthma,PDI_14,0.0
1996,17.05,2013,141.93,158.98,11719,Asthma,PDI_14,229.77
1999,-132.08,2013,322.01,189.93,14607,Asthma,PDI_14,120.99
2003,-51.91,2013,102.09,50.18,10312,Asthma,PDI_14,100.83
2009,-63.46,2013,63.46,0.0,12131,Asthma,PDI_14,0.0
2014,-79.21,2013,79.21,0.0,11804,Asthma,PDI_14,0.0
2015,-99.01,2013,140.01,41.0,12538,Asthma,PDI_14,60.07
2022,-29.3,2013,159.31,130.01,10605,Asthma,PDI_14,167.39
2031,179.89,2013,380.71,560.6,11550,Asthma,PDI_14,302.05
2035,236.31,2013,337.89,574.2,10473,Asthma,PDI_14,348.59
2036,-76.73,2013,76.73,0.0,12992,Asthma,PDI_14,0.0
2046,4.52,2013,91.73,96.25,12123,Asthma,PDI_14,215.24
2047,-94.34,2013,94.34,0.0,13679,Asthma,PDI_14,0.0
2057,-98.38,2013,98.38,0.0,12839,Asthma,PDI_14,0.0
2058,-84.46,2013,84.46,0.0,13080,Asthma,PDI_14,0.0
2059,-92.97,2013,92.97,0.0,13310,Asthma,PDI_14,0.0
2064,-187.55,2013,187.55,0.0,10280,Asthma,PDI_14,0.0
2089,-276.45,2013,293.67,17.22,13208,Asthma,PDI_14,12.03
2128,6.05,2013,84.37,90.42,13074,Asthma,PDI_14,219.82
2137,-74.76,2013,287.84,213.08,14606,Asthma,PDI_14,151.85
2146,-124.6,2013,175.21,50.61,12414,Asthma,PDI_14,59.25
2153,49.21,2013,186.94,236.15,11763,Asthma,PDI_14,259.11
2157,-66.99,2013,66.99,0.0,13756,Asthma,PDI_14,0.0
2169,-80.82,2013,80.82,0.0,13103,Asthma,PDI_14,0.0
2170,-26.39,2013,90.04,63.65,13339,Asthma,PDI_14,145.02
2176,-84.93,2013,84.93,0.0,13040,Asthma,PDI_14,0.0
2205,-67.57,2013,67.57,0.0,13687,Asthma,PDI_14,0.0
2213,-77.03,2013,77.03,0.0,12969,Asthma,PDI_14,0.0
2220,-85.6,2013,85.6,0.0,12834,Asthma,PDI_14,0.0
2221,-188.0,2013,188.0,0.0,13616,Asthma,PDI_14,0.0
2222,-99.28,2013,127.03,27.75,12110,Asthma,PDI_14,44.82
2246,-122.61,2013,122.61,0.0,14753,Asthma,PDI_14,0.0
2247,1.66,2013,96.67,98.33,13642,Asthma,PDI_14,208.64
2256,14.1,2013,121.95,136.05,10709,Asthma,PDI_14,228.85
2267,-130.09,2013,130.09,0.0,11957,Asthma,PDI_14,0.0
2276,155.91,2013,73.45,229.36,13363,Asthma,PDI_14,640.57
2284,-246.73,2013,329.0,82.27,14212,Asthma,PDI_14,51.3
2285,-22.23,2013,82.58,60.35,10590,Asthma,PDI_14,149.91
2287,-60.26,2013,223.66,163.4,11372,Asthma,PDI_14,149.86
2288,-76.4,2013,76.4,0.0,14025,Asthma,PDI_14,0.0
2300,-85.05,2013,85.05,0.0,12930,Asthma,PDI_14,0.0
2304,787.86,2013,329.31,1117.17,10455,Asthma,PDI_14,695.88
2327,-275.37,2013,467.84,192.47,14619,Asthma,PDI_14,84.39
2334,-80.19,2013,80.19,0.0,13159,Asthma,PDI_14,0.0
2355,-78.83,2013,78.83,0.0,14544,Asthma,PDI_14,0.0
2360,-46.72,2013,127.89,81.17,13209,Asthma,PDI_14,130.19
2370,-76.16,2013,89.88,13.72,11731,Asthma,PDI_14,31.31
2375,-92.05,2013,92.05,0.0,12920,Asthma,PDI_14,0.0
2382,-67.22,2013,91.04,23.82,14468,Asthma,PDI_14,53.66
2386,-153.86,2013,215.63,61.77,12428,Asthma,PDI_14,58.76
2394,-116.7,2013,116.7,0.0,14136,Asthma,PDI_14,0.0
2398,-79.7,2013,265.1,185.4,11726,Asthma,PDI_14,143.46
2410,-68.11,2013,68.11,0.0,13155,Asthma,PDI_14,0.0
2411,-81.22,2013,81.22,0.0,13736,Asthma,PDI_14,0.0
2412,-89.19,2013,89.19,0.0,13865,Asthma,PDI_14,0.0
2414,-168.56,2013,305.1,136.54,11510,Asthma,PDI_14,91.8
2416,13.42,2013,84.81,98.23,13733,Asthma,PDI_14,237.6
2423,561.25,2013,418.52,979.77,10037,Asthma,PDI_14,480.21
2431,46.48,2013,89.39,135.87,11023,Asthma,PDI_14,311.78
2432,-91.37,2013,91.37,0.0,12168,Asthma,PDI_14,0.0
2435,-83.21,2013,83.21,0.0,12942,Asthma,PDI_14,0.0
2436,-79.65,2013,79.65,0.0,14840,Asthma,PDI_14,0.0
2439,-148.92,2013,214.08,65.15,13602,Asthma,PDI_14,62.42
2441,-101.8,2013,165.85,64.05,12010,Asthma,PDI_14,79.22
2442,-97.07,2013,97.07,0.0,14526,Asthma,PDI_14,0.0
2444,-84.77,2013,84.77,0.0,14085,Asthma,PDI_14,0.0
2455,-40.83,2013,134.74,93.91,13760,Asthma,PDI_14,142.97
2456,-3.19,2013,147.91,144.72,11978,Asthma,PDI_14,200.7
2463,-26.44,2013,203.54,177.1,14210,Asthma,PDI_14,178.48
2474,-67.75,2013,67.75,0.0,14744,Asthma,PDI_14,0.0
2486,-146.68,2013,284.8,138.12,11749,Asthma,PDI_14,99.48
2501,-322.69,2013,380.39,57.7,13207,Asthma,PDI_14,31.12
2502,-76.48,2013,76.48,0.0,14478,Asthma,PDI_14,0.0
2505,-77.8,2013,77.8,0.0,14872,Asthma,PDI_14,0.0
2506,0.75,2013,118.44,119.19,10925,Asthma,PDI_14,206.42
2517,-96.14,2013,96.14,0.0,13053,Asthma,PDI_14,0.0
2527,-86.76,2013,86.76,0.0,13480,Asthma,PDI_14,0.0
2529,-111.54,2013,111.54,0.0,13685,Asthma,PDI_14,0.0
2549,-122.13,2013,122.13,0.0,10973,Asthma,PDI_14,0.0
2557,48.58,2013,105.5,154.08,13478,Asthma,PDI_14,299.6
2560,-74.16,2013,74.16,0.0,14040,Asthma,PDI_14,0.0
2565,-70.22,2013,114.62,44.4,10990,Asthma,PDI_14,79.47
2572,17.51,2013,89.9,107.41,13849,Asthma,PDI_14,245.09
2577,-34.71,2013,146.8,112.09,11375,Asthma,PDI_14,156.62
2588,-107.06,2013,107.06,0.0,13691,Asthma,PDI_14,0.0
2594,0.85,2013,412.07,412.92,11225,Asthma,PDI_14,205.55
2596,-119.55,2013,119.55,0.0,12158,Asthma,PDI_14,0.0
2605,-112.77,2013,112.77,0.0,12433,Asthma,PDI_14,0.0
2609,-66.46,2013,285.06,218.6,10801,Asthma,PDI_14,157.31
2613,-83.58,2013,83.58,0.0,12980,Asthma,PDI_14,0.0
2616,-84.4,2013,84.4,0.0,14825,Asthma,PDI_14,0.0
2629,34.03,2013,82.52,116.55,12944,Asthma,PDI_14,289.72
2654,119.07,2013,119.59,238.66,13495,Asthma,PDI_14,409.37
2661,-81.86,2013,81.86,0.0,12843,Asthma,PDI_14,0.0
2685,159.4,2013,88.12,247.52,13660,Asthma,PDI_14,576.18
2690,86.34,2013,271.31,357.65,10607,Asthma,PDI_14,270.41
2691,-94.97,2013,94.97,0.0,14757,Asthma,PDI_14,0.0
2703,-199.37,2013,267.7,68.33,12701,Asthma,PDI_14,52.36
2709,-90.12,2013,90.12,0.0,12885,Asthma,PDI_14,0.0
2710,-83.45,2013,83.45,0.0,14462,Asthma,PDI_14,0.0
2720,-104.36,2013,104.36,0.0,12451,Asthma,PDI_14,0.0
2726,26.3,2013,94.0,120.3,10309,Asthma,PDI_14,262.54
2731,-87.19,2013,87.19,0.0,13624,Asthma,PDI_14,0.0
2732,-150.09,2013,217.16,67.07,12182,Asthma,PDI_14,63.35
2743,-48.33,2013,121.84,73.51,10509,Asthma,PDI_14,123.76
2751,-96.92,2013,96.92,0.0,14721,Asthma,PDI_14,0.0
2752,22.13,2013,101.33,123.46,12061,Asthma,PDI_14,249.93
2760,-76.01,2013,141.2,65.19,14514,Asthma,PDI_14,94.71
2766,-56.86,2013,135.6,78.74,11366,Asthma,PDI_14,119.12
2787,-30.41,2013,96.2,65.79,11507,Asthma,PDI_14,140.29
2795,-86.39,2013,86.39,0.0,13730,Asthma,PDI_14,0.0
2797,-80.92,2013,80.92,0.0,13114,Asthma,PDI_14,0.0
2805,-103.19,2013,103.19,0.0,13634,Asthma,PDI_14,0.0
2808,-93.97,2013,93.97,0.0,14054,Asthma,PDI_14,0.0
2809,313.96,2013,94.2,408.16,13328,Asthma,PDI_14,888.83
2814,143.81,2013,80.91,224.72,13431,Asthma,PDI_14,569.7
2817,-120.92,2013,120.92,0.0,12592,Asthma,PDI_14,0.0
2825,-76.7,2013,76.7,0.0,13859,Asthma,PDI_14,0.0
2831,-104.1,2013,104.1,0.0,13084,Asthma,PDI_14,0.0
2836,-83.99,2013,83.99,0.0,11768,Asthma,PDI_14,0.0
2841,150.09,2013,113.76,263.85,10516,Asthma,PDI_14,475.78
2849,-20.54,2013,141.51,120.97,12549,Asthma,PDI_14,175.35
2850,-84.2,2013,99.0,14.8,10598,Asthma,PDI_14,30.67
2852,40.45,2013,116.45,156.9,14092,Asthma,PDI_14,276.38
2865,-92.47,2013,92.47,0.0,12176,Asthma,PDI_14,0.0
2888,-97.84,2013,97.84,0.0,12442,Asthma,PDI_14,0.0
2889,-119.67,2013,320.07,200.4,12204,Asthma,PDI_14,128.43
2901,-92.08,2013,92.08,0.0,13863,Asthma,PDI_14,0.0
2908,-97.71,2013,97.71,0.0,13850,Asthma,PDI_14,0.0
2934,-102.06,2013,102.06,0.0,14111,Asthma,PDI_14,0.0
2954,-210.7,2013,210.7,0.0,14048,Asthma,PDI_14,0.0
2955,147.66,2013,74.56,222.22,14033,Asthma,PDI_14,611.35
2968,-85.09,2013,85.09,0.0,14784,Asthma,PDI_14,0.0
2969,-62.71,2013,62.71,0.0,13482,Asthma,PDI_14,0.0
2981,-90.03,2013,90.03,0.0,14470,Asthma,PDI_14,0.0
2989,-28.45,2013,82.16,53.71,13323,Asthma,PDI_14,134.09
2997,542.28,2013,365.15,907.43,10456,Asthma,PDI_14,509.76
2999,-120.11,2013,120.11,0.0,12443,Asthma,PDI_14,0.0
3003,371.27,2013,337.78,709.05,10452,Asthma,PDI_14,430.6
3005,128.04,2013,146.18,274.22,10128,Asthma,PDI_14,384.8
3006,-59.93,2013,177.16,117.23,12771,Asthma,PDI_14,135.74
3020,-42.97,2013,304.6,261.63,11210,Asthma,PDI_14,176.19
3023,-51.2,2013,96.89,45.69,14043,Asthma,PDI_14,96.74
3029,-83.54,2013,83.54,0.0,14532,Asthma,PDI_14,0.0
3033,-99.21,2013,99.21,0.0,11958,Asthma,PDI_14,0.0
3034,-82.85,2013,82.85,0.0,14564,Asthma,PDI_14,0.0
3037,-98.3,2013,145.19,46.89,10314,Asthma,PDI_14,66.25
3045,41.31,2013,94.2,135.5,12077,Asthma,PDI_14,295.08
3049,453.78,2013,315.64,769.42,10458,Asthma,PDI_14,500.02
3050,-129.17,2013,260.62,131.45,10805,Asthma,PDI_14,103.46
3051,-131.5,2013,131.5,0.0,12786,Asthma,PDI_14,0.0
3054,-84.27,2013,84.27,0.0,12993,Asthma,PDI_14,0.0
3059,-144.03,2013,169.8,25.77,13901,Asthma,PDI_14,31.13
3081,-62.9,2013,62.9,0.0,13333,Asthma,PDI_14,0.0
3084,27.26,2013,100.56,127.82,13676,Asthma,PDI_14,260.73
3100,-83.5,2013,83.5,0.0,13797,Asthma,PDI_14,0.0
3107,-207.04,2013,270.86,63.82,13206,Asthma,PDI_14,48.33
3114,-5.8,2013,123.55,117.75,10804,Asthma,PDI_14,195.49
3119,-101.76,2013,186.21,84.45,14225,Asthma,PDI_14,93.02
3122,-84.55,2013,84.55,0.0,12058,Asthma,PDI_14,0.0
3126,-75.37,2013,75.37,0.0,12456,Asthma,PDI_14,0.0
3129,-64.82,2013,64.82,0.0,14066,Asthma,PDI_14,0.0
3130,-69.69,2013,69.69,0.0,12928,Asthma,PDI_14,0.0
3135,-117.79,2013,117.79,0.0,12520,Asthma,PDI_14,0.0
3142,-84.57,2013,84.57,0.0,12106,Asthma,PDI_14,0.0
3160,-40.4,2013,155.5,115.1,10023,Asthma,PDI_14,151.83
3167,-150.13,2013,150.13,0.0,14039,Asthma,PDI_14,0.0
3176,-153.29,2013,153.29,0.0,13673,Asthma,PDI_14,0.0
3189,-99.68,2013,99.68,0.0,14737,Asthma,PDI_14,0.0
3200,-73.31,2013,73.31,0.0,13812,Asthma,PDI_14,0.0
3204,-96.26,2013,96.26,0.0,11557,Asthma,PDI_14,0.0
3213,-100.96,2013,100.96,0.0,14755,Asthma,PDI_14,0.0
3227,117.45,2013,94.42,211.86,14847,Asthma,PDI_14,460.3
3233,-94.31,2013,94.31,0.0,13433,Asthma,PDI_14,0.0
3234,-96.83,2013,96.83,0.0,12873,Asthma,PDI_14,0.0
3243,-75.6,2013,95.76,20.16,14051,Asthma,PDI_14,43.19
3251,-4.09,2013,107.93,103.84,10528,Asthma,PDI_14,197.36
3262,-154.38,2013,245.84,91.46,12180,Asthma,PDI_14,76.32
3267,-79.07,2013,79.07,0.0,13611,Asthma,PDI_14,0.0
3270,-63.92,2013,95.07,31.15,13031,Asthma,PDI_14,67.22
3271,-94.32,2013,94.32,0.0,12160,Asthma,PDI_14,0.0
3274,224.51,2013,467.85,692.36,11212,Asthma,PDI_14,303.56
3275,-49.35,2013,92.6,43.25,11030,Asthma,PDI_14,95.81
3276,-46.44,2013,106.81,60.37,10570,Asthma,PDI_14,115.94
3277,-77.85,2013,77.85,0.0,14569,Asthma,PDI_14,0.0
3279,-100.8,2013,100.8,0.0,12923,Asthma,PDI_14,0.0
3288,-111.04,2013,479.42,368.38,11434,Asthma,PDI_14,157.62
3291,-143.51,2013,215.71,72.2,11953,Asthma,PDI_14,68.66
3303,-85.33,2013,85.33,0.0,12029,Asthma,PDI_14,0.0
3307,-77.71,2013,77.71,0.0,14055,Asthma,PDI_14,0.0
3314,-76.03,2013,110.97,34.94,14843,Asthma,PDI_14,64.59
3319,-64.69,2013,64.69,0.0,14069,Asthma,PDI_14,0.0
3332,88.79,2013,163.54,252.33,11367,Asthma,PDI_14,316.49
3334,-74.5,2013,74.5,0.0,13343,Asthma,PDI_14,0.0
3336,-72.86,2013,72.86,0.0,12883,Asthma,PDI_14,0.0
3337,-204.29,2013,324.63,120.34,14081,Asthma,PDI_14,76.04
3340,-177.24,2013,177.24,0.0,12203,Asthma,PDI_14,0.0
3349,-79.12,2013,248.57,169.45,10040,Asthma,PDI_14,139.83
3363,6.48,2013,100.91,107.39,10308,Asthma,PDI_14,218.31
3366,143.27,2013,160.07,303.34,11004,Asthma,PDI_14,388.71
3376,-168.47,2013,168.47,0.0,14129,Asthma,PDI_14,0.0
3401,-160.46,2013,160.46,0.0,14513,Asthma,PDI_14,0.0
3411,-68.93,2013,230.45,161.52,11232,Asthma,PDI_14,143.78
3414,-73.69,2013,73.69,0.0,14082,Asthma,PDI_14,0.0
3421,277.54,2013,383.6,661.14,11213,Asthma,PDI_14,353.54
3429,-92.32,2013,92.32,0.0,14522,Asthma,PDI_14,0.0
3442,120.0,2013,105.84,225.84,11518,Asthma,PDI_14,437.68
3447,30.25,2013,242.44,272.69,11206,Asthma,PDI_14,230.72
3449,-86.89,2013,86.89,0.0,12910,Asthma,PDI_14,0.0
3466,-82.12,2013,82.12,0.0,14138,Asthma,PDI_14,0.0
3468,-97.8,2013,97.8,0.0,12492,Asthma,PDI_14,0.0
3481,-89.19,2013,89.19,0.0,13459,Asthma,PDI_14,0.0
3484,-22.0,2013,163.68,141.68,10003,Asthma,PDI_14,177.56
3488,-148.64,2013,148.64,0.0,12435,Asthma,PDI_14,0.0
3490,-45.07,2013,104.82,59.74,10950,Asthma,PDI_14,116.91
3498,180.52,2013,224.99,405.51,10465,Asthma,PDI_14,369.71
3504,-77.05,2013,77.05,0.0,13110,Asthma,PDI_14,0.0
3505,-83.3,2013,83.3,0.0,13486,Asthma,PDI_14,0.0
3506,-75.75,2013,75.75,0.0,12422,Asthma,PDI_14,0.0
3507,158.95,2013,364.09,523.04,11208,Asthma,PDI_14,294.68
3515,-69.44,2013,69.44,0.0,14536,Asthma,PDI_14,0.0
3521,-47.85,2013,119.92,72.07,10512,Asthma,PDI_14,123.28
3539,-1.48,2013,189.1,187.62,10005,Asthma,PDI_14,203.52
3553,-88.99,2013,88.99,0.0,14889,Asthma,PDI_14,0.0
3558,-129.8,2013,129.8,0.0,12501,Asthma,PDI_14,0.0
3566,-111.72,2013,111.72,0.0,12719,Asthma,PDI_14,0.0
3575,-85.13,2013,85.13,0.0,14476,Asthma,PDI_14,0.0
3576,24.77,2013,179.28,204.05,11220,Asthma,PDI_14,233.47
3580,-64.64,2013,64.64,0.0,12837,Asthma,PDI_14,0.0
3588,-80.7,2013,80.7,0.0,13052,Asthma,PDI_14,0.0
3591,-201.74,2013,481.91,280.17,14215,Asthma,PDI_14,119.25
3598,-14.38,2013,132.84,118.46,14223,Asthma,PDI_14,182.92
3609,-80.86,2013,80.86,0.0,13752,Asthma,PDI_14,0.0
3617,-92.2,2013,92.2,0.0,13424,Asthma,PDI_14,0.0
3622,-117.65,2013,117.65,0.0,11941,Asthma,PDI_14,0.0
3628,-77.4,2013,77.4,0.0,12934,Asthma,PDI_14,0.0
3629,-120.81,2013,120.81,0.0,14555,Asthma,PDI_14,0.0
3637,-80.65,2013,80.65,0.0,14747,Asthma,PDI_14,0.0
3642,-100.69,2013,100.69,0.0,12411,Asthma,PDI_14,0.0
3645,-105.77,2013,105.77,0.0,14505,Asthma,PDI_14,0.0
3647,-95.2,2013,95.2,0.0,12760,Asthma,PDI_14,0.0
3654,16.64,2013,84.37,101.01,13830,Asthma,PDI_14,245.58
3663,-54.82,2013,54.82,0.0,12964,Asthma,PDI_14,0.0
3679,-81.49,2013,81.49,0.0,10964,Asthma,PDI_14,0.0
3681,-42.7,2013,124.56,81.86,10956,Asthma,PDI_14,134.8
3682,-97.96,2013,97.96,0.0,10576,Asthma,PDI_14,0.0
3685,-98.84,2013,150.25,51.41,13088,Asthma,PDI_14,70.19
3688,-83.53,2013,83.53,0.0,14869,Asthma,PDI_14,0.0
3691,1.72,2013,89.86,91.58,11530,Asthma,PDI_14,209.05
3693,-84.08,2013,84.08,0.0,12468,Asthma,PDI_14,0.0
3695,-140.86,2013,192.94,52.08,14456,Asthma,PDI_14,55.37
3698,-46.91,2013,143.39,96.48,10549,Asthma,PDI_14,138.01
3705,-131.64,2013,287.51,155.87,12550,Asthma,PDI_14,111.21
3711,-57.68,2013,57.68,0.0,12924,Asthma,PDI_14,0.0
3713,-41.08,2013,106.35,65.27,12572,Asthma,PDI_14,125.9
3725,-31.89,2013,181.74,149.85,14586,Asthma,PDI_14,169.13
3737,-85.0,2013,85.0,0.0,14036,Asthma,PDI_14,0.0
3749,-62.41,2013,62.41,0.0,13841,Asthma,PDI_14,0.0
3764,-113.97,2013,113.97,0.0,12577,Asthma,PDI_14,0.0
3767,5.28,2013,102.59,107.87,11788,Asthma,PDI_14,215.7
3775,14.95,2013,92.75,107.7,12540,Asthma,PDI_14,238.19
3781,158.11,2013,351.25,509.36,11238,Asthma,PDI_14,297.46
3782,-77.08,2013,77.08,0.0,12068,Asthma,PDI_14,0.0
3787,-90.26,2013,90.26,0.0,14108,Asthma,PDI_14,0.0
3788,-82.4,2013,82.4,0.0,12965,Asthma,PDI_14,0.0
3791,828.56,2013,88.87,917.43,12494,Asthma,PDI_14,2117.63
3816,-95.38,2013,95.38,0.0,13842,Asthma,PDI_14,0.0
3822,-77.5,2013,220.36,142.86,11944,Asthma,PDI_14,132.98
3829,-78.38,2013,78.38,0.0,12845,Asthma,PDI_14,0.0
3846,-38.45,2013,118.99,80.54,13212,Asthma,PDI_14,138.84
3849,175.09,2013,90.51,265.6,11786,Asthma,PDI_14,601.95
3850,-146.2,2013,350.33,204.13,11691,Asthma,PDI_14,119.52
3851,-84.68,2013,84.68,0.0,13365,Asthma,PDI_14,0.0
3852,-93.44,2013,93.44,0.0,14891,Asthma,PDI_14,0.0
3865,59.02,2013,382.26,441.28,11221,Asthma,PDI_14,236.8
3876,-45.62,2013,119.65,74.03,10028,Asthma,PDI_14,126.91
3882,-92.8,2013,92.8,0.0,14814,Asthma,PDI_14,0.0
3887,-78.44,2013,78.44,0.0,12166,Asthma,PDI_14,0.0
3890,-81.43,2013,81.43,0.0,12502,Asthma,PDI_14,0.0
3898,5.75,2013,102.9,108.65,11714,Asthma,PDI_14,216.59
3904,-122.14,2013,122.14,0.0,11963,Asthma,PDI_14,0.0
3913,-91.0,2013,91.0,0.0,13690,Asthma,PDI_14,0.0
3914,-9.68,2013,188.34,178.66,10016,Asthma,PDI_14,194.58
3917,-98.94,2013,98.94,0.0,12815,Asthma,PDI_14,0.0
3919,-111.74,2013,111.74,0.0,12723,Asthma,PDI_14,0.0
3931,-180.13,2013,484.12,303.99,11413,Asthma,PDI_14,128.8
3937,171.18,2013,74.07,245.25,13035,Asthma,PDI_14,679.21
3946,-5.75,2013,153.92,148.17,11354,Asthma,PDI_14,197.46
3947,-38.68,2013,286.67,247.99,11234,Asthma,PDI_14,177.45
3948,-68.85,2013,68.85,0.0,13846,Asthma,PDI_14,0.0
3953,-119.62,2013,119.62,0.0,13666,Asthma,PDI_14,0.0
3963,-140.81,2013,140.81,0.0,12427,Asthma,PDI_14,0.0
3975,-102.68,2013,139.43,36.75,13041,Asthma,PDI_14,54.07
3988,-45.27,2013,114.43,69.16,13057,Asthma,PDI_14,123.97
3989,-142.9,2013,142.9,0.0,11005,Asthma,PDI_14,0.0
3991,-73.42,2013,259.52,186.1,10523,Asthma,PDI_14,147.1
3993,-24.54,2013,84.96,60.42,14141,Asthma,PDI_14,145.89
3996,-21.74,2013,180.39,158.65,10471,Asthma,PDI_14,180.4
3999,-77.79,2013,77.79,0.0,13309,Asthma,PDI_14,0.0
4001,-97.69,2013,97.69,0.0,14541,Asthma,PDI_14,0.0
4002,-41.35,2013,92.79,51.44,13037,Asthma,PDI_14,113.72
4009,1516.7,2013,70.6,1587.3,12017,Asthma,PDI_14,4612.07
4010,-83.36,2013,83.36,0.0,13345,Asthma,PDI_14,0.0
4022,-80.21,2013,80.21,0.0,14718,Asthma,PDI_14,0.0
4029,-75.23,2013,75.23,0.0,14898,Asthma,PDI_14,0.0
4043,-55.85,2013,55.85,0.0,12823,Asthma,PDI_14,0.0
4049,-113.61,2013,113.61,0.0,10985,Asthma,PDI_14,0.0
4050,28.12,2013,89.53,117.65,14871,Asthma,PDI_14,269.53
4065,92.75,2013,323.49,416.23,10470,Asthma,PDI_14,263.94
4069,27.18,2013,108.51,135.69,12525,Asthma,PDI_14,256.51
4074,-47.56,2013,83.16,35.6,14075,Asthma,PDI_14,87.83
4079,-197.37,2013,197.37,0.0,12747,Asthma,PDI_14,0.0
4083,-75.69,2013,75.69,0.0,12469,Asthma,PDI_14,0.0
4090,-6.26,2013,240.83,234.56,11417,Asthma,PDI_14,199.79
