,expected_rate_per_100_000_people,observed_rate_per_100_000_people,patient_zipcode,pqi_name,pqi_number,year
19705,390.06,635.36,13748,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
19707,567.27,1067.0,10701,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
19713,75.35,19.25,14213,Asthma in Younger Adults,PQI_15,2013
19717,437.25,498.52,11740,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
19723,36.41,0.0,13695,Asthma in Younger Adults,PQI_15,2013
19725,41.91,0.0,14817,Asthma in Younger Adults,PQI_15,2013
19728,36.19,129.47,14437,Asthma in Younger Adults,PQI_15,2013
19732,39.82,0.0,12485,Asthma in Younger Adults,PQI_15,2013
19733,329.67,402.49,11742,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
19734,52.03,0.0,14716,Asthma in Younger Adults,PQI_15,2013
19750,431.75,633.6,12496,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
19755,60.5,54.89,11953,Asthma in Younger Adults,PQI_15,2013
19766,41.25,125.62,11021,Asthma in Younger Adults,PQI_15,2013
19791,39.6,0.0,14738,Asthma in Younger Adults,PQI_15,2013
19799,40.26,0.0,10964,Asthma in Younger Adults,PQI_15,2013
19803,514.36,357.94,11590,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
19807,454.85,498.74,14740,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
19808,37.07,157.96,14502,Asthma in Younger Adults,PQI_15,2013
19825,383.35,566.94,13809,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
19827,46.2,26.84,11747,Asthma in Younger Adults,PQI_15,2013
19831,332.2,0.0,13488,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
19859,54.01,0.0,10706,Asthma in Younger Adults,PQI_15,2013
19862,370.48,425.7,11710,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
19879,383.79,274.67,10965,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
19883,40.59,0.0,12507,Asthma in Younger Adults,PQI_15,2013
19903,414.7,219.78,14224,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
19909,53.57,0.0,12786,Asthma in Younger Adults,PQI_15,2013
19911,39.93,0.0,12878,Asthma in Younger Adults,PQI_15,2013
19915,370.92,698.28,13143,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
19918,39.05,59.07,14843,Asthma in Younger Adults,PQI_15,2013
19919,370.92,1438.8,12921,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
19924,43.01,66.0,13068,Asthma in Younger Adults,PQI_15,2013
19928,342.87,391.38,11204,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
19936,426.14,0.0,12720,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
19948,407.55,102.96,13808,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
19949,47.63,71.17,12047,Asthma in Younger Adults,PQI_15,2013
19954,39.71,168.74,11705,Asthma in Younger Adults,PQI_15,2013
19971,419.54,247.94,12835,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
19995,416.24,769.23,12419,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20002,401.28,545.93,12748,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20005,44.99,0.0,12542,Asthma in Younger Adults,PQI_15,2013
20015,384.23,2857.14,12435,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20027,385.22,1246.85,13348,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20032,517.11,161.15,11024,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20037,405.57,242.77,12110,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20038,39.71,0.0,12752,Asthma in Younger Adults,PQI_15,2013
20047,34.87,0.0,13103,Asthma in Younger Adults,PQI_15,2013
20077,404.8,464.97,12184,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20092,83.16,0.0,12745,Asthma in Younger Adults,PQI_15,2013
20100,43.56,0.0,12150,Asthma in Younger Adults,PQI_15,2013
20104,814.77,460.46,11203,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20110,431.2,364.32,14020,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20112,432.63,308.77,11963,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20121,357.5,739.86,13335,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20126,45.32,43.12,12569,Asthma in Younger Adults,PQI_15,2013
20131,34.43,0.0,12945,Asthma in Younger Adults,PQI_15,2013
20174,34.76,45.76,13365,Asthma in Younger Adults,PQI_15,2013
20183,635.03,495.0,12914,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20189,391.93,0.0,14803,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20191,44.0,0.0,11516,Asthma in Younger Adults,PQI_15,2013
20193,583.0,494.89,10033,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20195,285.56,92.62,10280,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20201,382.03,0.0,13757,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20220,36.63,0.0,12058,Asthma in Younger Adults,PQI_15,2013
20223,381.04,440.55,12017,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20224,368.17,788.59,13477,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20233,36.08,0.0,11803,Asthma in Younger Adults,PQI_15,2013
20239,423.17,1159.4,12032,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20242,38.94,0.0,11732,Asthma in Younger Adults,PQI_15,2013
20244,382.14,291.17,10012,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20248,369.16,298.1,11354,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20263,415.14,518.1,12197,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20301,39.27,0.0,12165,Asthma in Younger Adults,PQI_15,2013
20313,361.79,0.0,12950,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20314,366.19,322.3,14009,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20319,369.16,939.62,13464,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20324,421.74,883.96,12076,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20331,383.9,499.51,12549,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20334,48.73,41.8,11215,Asthma in Younger Adults,PQI_15,2013
20352,344.3,966.13,12910,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20365,376.86,206.69,13035,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20377,402.38,394.9,14028,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20379,31.68,0.0,13485,Asthma in Younger Adults,PQI_15,2013
20383,35.64,0.0,12816,Asthma in Younger Adults,PQI_15,2013
20390,340.56,0.0,14082,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20425,48.84,0.0,12131,Asthma in Younger Adults,PQI_15,2013
20427,418.0,339.46,11379,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20428,477.29,315.92,14744,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20445,445.17,503.91,12208,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20449,52.25,0.0,14753,Asthma in Younger Adults,PQI_15,2013
20455,337.59,61.38,14472,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20464,44.88,0.0,12758,Asthma in Younger Adults,PQI_15,2013
20473,33.99,57.75,12018,Asthma in Younger Adults,PQI_15,2013
20479,59.4,90.75,10605,Asthma in Younger Adults,PQI_15,2013
20490,36.74,17.05,12804,Asthma in Younger Adults,PQI_15,2013
20492,369.16,504.46,14530,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20493,37.73,0.0,13413,Asthma in Younger Adults,PQI_15,2013
20494,584.54,491.7,10463,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20500,123.42,127.49,11226,Asthma in Younger Adults,PQI_15,2013
20533,31.02,0.0,14754,Asthma in Younger Adults,PQI_15,2013
20550,448.36,0.0,12851,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20574,483.89,669.68,10940,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20578,309.32,95.7,10514,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20584,34.98,0.0,12035,Asthma in Younger Adults,PQI_15,2013
20608,401.06,68.09,12522,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20613,39.93,0.0,12175,Asthma in Younger Adults,PQI_15,2013
20614,357.17,860.86,13303,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20616,32.89,0.0,14855,Asthma in Younger Adults,PQI_15,2013
20647,45.1,104.28,13041,Asthma in Younger Adults,PQI_15,2013
20652,436.04,0.0,13415,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20660,29.92,0.0,14808,Asthma in Younger Adults,PQI_15,2013
20663,70.51,131.67,14202,Asthma in Younger Adults,PQI_15,2013
20671,378.73,557.15,12440,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20678,35.42,0.0,14824,Asthma in Younger Adults,PQI_15,2013
20679,43.89,77.33,11752,Asthma in Younger Adults,PQI_15,2013
20684,35.53,0.0,14859,Asthma in Younger Adults,PQI_15,2013
20692,35.42,0.0,12121,Asthma in Younger Adults,PQI_15,2013
20700,351.34,61.16,10506,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20710,47.85,0.0,12575,Asthma in Younger Adults,PQI_15,2013
20717,42.79,110.44,13421,Asthma in Younger Adults,PQI_15,2013
20728,811.03,384.89,10475,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20729,54.45,38.83,10803,Asthma in Younger Adults,PQI_15,2013
20733,53.13,0.0,12946,Asthma in Younger Adults,PQI_15,2013
20766,37.95,45.43,11769,Asthma in Younger Adults,PQI_15,2013
20768,39.05,0.0,12106,Asthma in Younger Adults,PQI_15,2013
20777,385.88,169.4,14543,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20786,40.92,0.0,12873,Asthma in Younger Adults,PQI_15,2013
20801,414.59,514.03,14701,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20814,40.15,0.0,11366,Asthma in Younger Adults,PQI_15,2013
20820,443.85,482.79,12543,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20823,382.69,785.4,14569,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20827,404.91,343.64,13136,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20831,37.84,0.0,13739,Asthma in Younger Adults,PQI_15,2013
20844,337.92,186.78,10998,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20847,340.89,1562.55,13638,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20848,91.41,35.2,11510,Asthma in Younger Adults,PQI_15,2013
20853,386.87,1150.6,11950,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20859,125.51,65.56,11692,Asthma in Younger Adults,PQI_15,2013
20862,38.28,0.0,13618,Asthma in Younger Adults,PQI_15,2013
20865,37.07,0.0,12469,Asthma in Younger Adults,PQI_15,2013
20900,47.52,17.71,10024,Asthma in Younger Adults,PQI_15,2013
20905,354.31,871.75,13402,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20920,50.16,0.0,12563,Asthma in Younger Adults,PQI_15,2013
20924,395.01,467.28,12928,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20928,51.26,0.0,10536,Asthma in Younger Adults,PQI_15,2013
20936,73.37,31.24,10562,Asthma in Younger Adults,PQI_15,2013
20939,78.76,88.22,11706,Asthma in Younger Adults,PQI_15,2013
20940,425.15,908.6,13754,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20949,372.13,50.71,12525,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20950,408.65,234.52,11954,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
20954,51.04,0.0,10968,Asthma in Younger Adults,PQI_15,2013
20974,33.22,0.0,13811,Asthma in Younger Adults,PQI_15,2013
20989,39.93,0.0,13342,Asthma in Younger Adults,PQI_15,2013
20993,400.51,2461.58,13756,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21003,57.09,0.0,10535,Asthma in Younger Adults,PQI_15,2013
21004,380.16,246.62,12143,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21028,41.03,0.0,10012,Asthma in Younger Adults,PQI_15,2013
21054,404.91,686.95,13365,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21065,378.4,348.48,14822,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21084,425.81,102.96,12451,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21087,392.15,0.0,14418,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21089,504.35,1829.3,12808,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21097,56.98,39.49,12603,Asthma in Younger Adults,PQI_15,2013
21108,33.66,0.0,12974,Asthma in Younger Adults,PQI_15,2013
21119,47.74,0.0,13642,Asthma in Younger Adults,PQI_15,2013
21123,386.21,256.41,14482,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21133,110.33,135.63,11691,Asthma in Younger Adults,PQI_15,2013
21139,38.17,108.79,13317,Asthma in Younger Adults,PQI_15,2013
21182,412.94,436.37,11554,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21191,39.38,98.78,12020,Asthma in Younger Adults,PQI_15,2013
21199,67.76,119.9,10461,Asthma in Younger Adults,PQI_15,2013
21211,42.35,7.59,10950,Asthma in Younger Adults,PQI_15,2013
21234,417.34,391.71,13209,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21247,355.3,0.0,14820,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21252,381.81,434.28,13478,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21256,34.43,0.0,13733,Asthma in Younger Adults,PQI_15,2013
21264,80.19,90.64,10940,Asthma in Younger Adults,PQI_15,2013
21269,481.69,177.98,11021,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21274,38.5,0.0,12815,Asthma in Younger Adults,PQI_15,2013
21287,438.9,0.0,12957,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21293,49.17,190.08,10917,Asthma in Younger Adults,PQI_15,2013
21297,369.71,518.98,13363,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21299,39.82,0.0,14813,Asthma in Younger Adults,PQI_15,2013
21300,669.68,534.71,10031,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21308,869.66,291.06,11419,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21312,34.43,0.0,13308,Asthma in Younger Adults,PQI_15,2013
21313,126.5,22.55,11423,Asthma in Younger Adults,PQI_15,2013
21327,44.66,0.0,10994,Asthma in Younger Adults,PQI_15,2013
21341,30.25,0.0,13786,Asthma in Younger Adults,PQI_15,2013
21353,338.58,176.55,13132,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21359,380.71,210.21,14580,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21366,396.88,672.21,13045,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21367,385.99,255.97,13620,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21373,472.34,749.1,10310,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21381,35.53,0.0,13813,Asthma in Younger Adults,PQI_15,2013
21394,381.37,143.33,10594,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21399,32.45,132.33,13354,Asthma in Younger Adults,PQI_15,2013
21427,32.56,0.0,13849,Asthma in Younger Adults,PQI_15,2013
21439,39.16,0.0,13026,Asthma in Younger Adults,PQI_15,2013
21447,344.3,510.62,12871,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21451,44.44,38.39,12983,Asthma in Younger Adults,PQI_15,2013
21480,30.91,0.0,12969,Asthma in Younger Adults,PQI_15,2013
21488,444.73,652.3,14865,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21497,45.1,0.0,12482,Asthma in Younger Adults,PQI_15,2013
21502,36.63,0.0,12433,Asthma in Younger Adults,PQI_15,2013
21523,48.4,0.0,12721,Asthma in Younger Adults,PQI_15,2013
21540,72.82,153.89,10941,Asthma in Younger Adults,PQI_15,2013
21561,38.61,0.0,13477,Asthma in Younger Adults,PQI_15,2013
21569,443.63,309.1,14225,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21571,399.96,597.85,13339,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21586,408.43,310.86,14433,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21588,339.35,356.51,14011,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21604,480.92,152.02,11023,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21613,35.31,0.0,14892,Asthma in Younger Adults,PQI_15,2013
21632,546.37,682.44,10601,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21645,421.08,0.0,12752,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21664,51.26,0.0,10510,Asthma in Younger Adults,PQI_15,2013
21669,35.53,66.0,12822,Asthma in Younger Adults,PQI_15,2013
21678,401.94,0.0,14731,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21682,437.36,193.05,12814,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21696,32.78,0.0,12036,Asthma in Younger Adults,PQI_15,2013
21708,29.15,0.0,12964,Asthma in Younger Adults,PQI_15,2013
21721,339.9,178.42,13029,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21726,36.41,0.0,13328,Asthma in Younger Adults,PQI_15,2013
21730,31.57,0.0,13345,Asthma in Younger Adults,PQI_15,2013
21745,403.7,861.19,12093,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21759,37.07,26.07,11768,Asthma in Younger Adults,PQI_15,2013
21775,344.85,179.19,10527,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21776,380.82,456.06,11709,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21784,398.31,322.63,13211,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21789,42.02,0.0,12110,Asthma in Younger Adults,PQI_15,2013
21798,37.18,59.73,13069,Asthma in Younger Adults,PQI_15,2013
21799,534.82,669.02,14303,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21813,397.43,374.66,10507,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21816,370.59,1136.41,12041,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21857,45.1,0.0,13846,Asthma in Younger Adults,PQI_15,2013
21859,430.98,194.15,14840,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21864,35.64,0.0,14818,Asthma in Younger Adults,PQI_15,2013
21866,588.5,0.0,12750,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21870,48.84,83.16,13904,Asthma in Younger Adults,PQI_15,2013
21871,376.97,71.28,14059,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21877,34.54,0.0,13152,Asthma in Younger Adults,PQI_15,2013
21881,355.19,123.97,14055,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21891,449.79,603.24,10002,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21894,37.07,53.35,14414,Asthma in Younger Adults,PQI_15,2013
21904,369.05,0.0,12961,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21914,42.24,15.29,14618,Asthma in Younger Adults,PQI_15,2013
21918,44.88,162.91,14489,Asthma in Younger Adults,PQI_15,2013
21929,430.32,0.0,12842,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21937,411.4,402.16,12409,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21939,328.02,0.0,13602,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21944,400.4,173.03,10028,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21953,38.5,0.0,13682,Asthma in Younger Adults,PQI_15,2013
21963,352.88,216.7,14030,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21984,865.15,366.74,11420,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
21998,401.39,564.3,13839,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22002,41.36,0.0,14435,Asthma in Younger Adults,PQI_15,2013
22008,36.19,0.0,13101,Asthma in Younger Adults,PQI_15,2013
22010,43.45,0.0,13209,Asthma in Younger Adults,PQI_15,2013
22033,53.13,18.48,12589,Asthma in Younger Adults,PQI_15,2013
22035,380.71,147.62,14710,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22051,33.88,0.0,13136,Asthma in Younger Adults,PQI_15,2013
22055,78.54,38.06,11368,Asthma in Younger Adults,PQI_15,2013
22098,377.19,444.95,12070,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22115,380.38,447.37,12487,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22142,47.08,16.06,12144,Asthma in Younger Adults,PQI_15,2013
22157,414.37,622.38,12817,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22180,345.18,350.68,12540,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22204,314.82,0.0,13633,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22209,75.9,37.51,10603,Asthma in Younger Adults,PQI_15,2013
22214,426.91,0.0,14736,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22216,534.05,762.96,11096,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22218,42.57,6.05,10010,Asthma in Younger Adults,PQI_15,2013
22235,40.26,19.47,13212,Asthma in Younger Adults,PQI_15,2013
22244,506.66,482.35,10566,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22249,43.45,12.43,10023,Asthma in Younger Adults,PQI_15,2013
22252,375.98,0.0,14755,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22257,682.77,576.07,11692,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22258,407.0,371.8,12832,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22266,73.26,58.85,11238,Asthma in Younger Adults,PQI_15,2013
22274,379.61,502.26,11754,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22275,48.07,48.51,12189,Asthma in Younger Adults,PQI_15,2013
22277,366.19,917.4,13141,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22280,41.8,0.0,14757,Asthma in Younger Adults,PQI_15,2013
22283,38.28,67.54,11725,Asthma in Younger Adults,PQI_15,2013
22293,1310.76,159.5,13120,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22298,421.85,690.03,14895,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22307,38.06,0.0,12167,Asthma in Younger Adults,PQI_15,2013
22311,369.71,276.1,12188,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22318,433.07,345.18,10989,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22329,35.75,39.38,12828,Asthma in Younger Adults,PQI_15,2013
22332,384.78,487.85,13833,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22334,51.59,64.13,14616,Asthma in Younger Adults,PQI_15,2013
22342,118.91,141.35,11798,Asthma in Younger Adults,PQI_15,2013
22353,371.36,418.44,13028,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22355,351.78,176.55,12059,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
22361,469.37,881.1,12455,Chronic Obstructive Pulmonary Disease (COPD) or Asthma in Older Adults,PQI_05,2013
